age,education,black,hispanic,married,nodegree,re74,re75,treat,re78
46,12,0,0,1,0,11167.82,7161.29,0,17732.72
23,12,1,0,1,0,11167.82,7812.97,0,14777.27
41,12,0,0,1,0,11167.82,10741.93,0,12412.90
19,12,0,0,1,0,11201.13,14143.55,0,24338.16
29,12,0,0,1,0,11259.91,9041.13,0,26599.08
24,12,1,0,0,0,11285.38,13069.36,0,10344.09
23,12,1,0,0,0,11328.48,2685.48,0,29216.13
22,12,0,0,1,0,11363.75,4654.84,0,13299.54
21,12,0,0,0,0,11363.75,9667.74,0,13299.54
27,12,0,0,1,0,11363.75,12532.26,0,4137.63
37,12,0,0,1,0,11430.36,11372.13,0,8866.36
44,12,0,0,1,0,11559.67,7340.32,0,27781.26
38,16,0,0,1,0,11559.67,7877.42,0,17732.72
34,12,0,0,1,0,11755.60,0,0,11821.81
49,12,0,0,0,0,11755.60,0,0,0
23,12,0,0,1,0,11755.60,0,0,17732.72
28,14,1,0,1,0,11755.60,0,0,25874.99
43,12,0,0,1,0,11755.60,0,0,295.55
28,16,0,0,0,0,11755.60,6445.16,0,0
29,12,1,0,1,0,11755.60,9846.77,0,20688.17
53,12,0,0,1,0,11755.60,9893.32,0,5172.04
21,12,0,0,1,0,11755.60,10204.84,0,12560.68
24,13,1,0,1,0,11755.60,10741.93,0,31097.28
21,12,0,0,1,0,11755.60,10741.93,0,6649.77
24,12,0,0,1,0,11755.60,11074.93,0,13742.86
21,12,0,0,0,0,11755.60,11637.10,0,10048.54
23,14,0,0,1,0,11755.60,11637.10,0,25121.35
28,12,0,0,1,0,11755.60,12532.26,0,0
28,12,0,0,1,0,11755.60,12532.26,0,0
25,17,0,0,1,0,11755.60,12621.77,0,28963.44
23,13,0,0,1,0,11755.60,13427.42,0,16254.99
30,12,0,0,1,0,11755.60,13635.10,0,26599.08
23,12,0,0,1,0,11755.60,13785.48,0,14186.17
26,12,0,0,1,0,11755.60,14322.58,0,20688.17
21,12,1,0,1,0,11755.60,14322.58,0,16254.99
26,12,0,0,1,0,11755.60,14322.58,0,17732.72
25,12,1,0,1,0,11755.60,14322.58,0,21427.04
22,12,0,0,1,0,11755.60,14465.81,0,18102.15
28,16,0,0,1,0,11755.60,15217.74,0,20688.17
22,13,1,0,1,0,11755.60,15217.74,0,0
24,16,0,0,1,0,11755.60,16112.90,0,31032.26
27,15,1,0,0,0,11755.60,16744.89,0,18442.03
19,12,0,0,0,0,11755.60,19335.48,0,16254.99
38,14,0,0,1,0,11755.60,19693.55,0,0
38,14,0,0,0,0,11755.60,21483.87,0,7388.63
45,12,0,0,1,0,11771.28,11270.08,0,16822.44
26,12,1,0,1,0,11775.19,14150.71,0,16342.18
31,16,0,0,1,0,11784.99,9846.77,0,5390.75
25,13,1,0,1,0,11931.93,13824.87,0,12656.73
25,14,0,0,1,0,11973.08,14322.58,0,14777.27
22,12,0,0,1,0,12051.45,16025.18,0,13151.77
36,12,0,0,1,0,12147.45,13964.52,0,13299.54
27,12,0,0,1,0,12147.45,14322.58,0,20142.89
33,12,0,0,1,0,12147.45,16112.90,0,24382.49
27,12,0,0,1,0,12147.45,23274.19,0,26599.08
30,12,1,0,1,0,12225.83,10741.93,0,18962.19
46,12,0,0,1,0,12343.38,11637.10,0,11230.72
23,14,0,0,1,0,12343.38,12532.26,0,14186.17
25,16,0,0,1,0,12343.38,13606.45,0,21427.04
27,14,0,0,1,0,12419.79,16829.03,0,25178.98
49,16,0,0,1,0,12504.04,12353.23,0,12560.68
22,12,0,0,1,0,12539.31,12532.26,0,14369.41
28,16,0,0,1,0,12572.62,21483.87,0,23495.85
24,12,1,0,1,0,12658.82,19693.55,0,19210.45
37,17,1,0,1,0,12735.23,1306.94,0,4236.64
22,13,0,0,0,0,12735.23,12532.26,0,17732.72
23,17,0,0,0,0,12735.23,14322.58,0,28076.80
23,12,1,0,0,0,12735.23,14322.58,0,20688.17
26,12,0,0,1,0,12735.23,14322.58,0,14925.04
22,12,0,0,0,0,12735.23,16112.90,0,21131.49
31,14,0,0,1,0,12735.23,17724.19,0,29850.08
31,14,0,0,1,0,12735.23,17724.19,0,29850.08
54,12,0,0,1,0,12735.23,17894.27,0,19343.44
25,16,1,0,1,0,12735.23,18261.29,0,10521.41
28,12,1,0,1,0,12735.23,19693.55,0,17732.72
19,13,0,0,1,0,12735.23,19693.55,0,28815.67
26,17,0,0,1,0,12735.23,25064.52,0,26599.08
28,12,0,0,1,0,12813.61,7161.29,0,16254.99
20,12,0,0,1,0,12931.16,2363.23,0,14777.27
26,12,0,0,1,0,12931.16,11100,0,22165.90
25,17,0,0,1,0,12935.08,22379.03,0,36943.16
24,12,0,0,1,0,13029.12,13964.52,0,41571.40
22,12,0,0,1,0,13127.09,8951.61,0,13595.08
27,17,0,0,1,0,13127.09,10741.93,0,29554.53
26,12,0,0,1,0,13127.09,12174.19,0,12687.76
27,12,1,0,1,0,13127.09,12353.23,0,11526.27
19,12,0,0,1,0,13127.09,12532.26,0,24382.49
29,17,0,0,1,0,13127.09,19693.55,0,0
20,12,0,0,1,0,13244.64,8772.58,0,17289.40
25,12,0,0,1,0,13291.67,14202.63,0,14777.27
29,16,0,0,1,0,13323.01,5370.97,0,17732.72
23,14,0,0,0,0,13323.01,12174.19,0,14777.27
28,12,0,0,1,0,13323.01,12532.26,0,10935.18
30,14,0,0,1,0,13323.01,14322.58,0,14777.27
26,16,1,0,1,0,13323.01,19693.55,0,19934.53
24,12,0,1,1,0,13493.47,16470.97,0,21035.44
22,12,1,0,1,0,13518.94,13427.42,0,12560.68
27,12,0,0,1,0,13597.31,15833.61,0,13246.34
22,12,1,0,1,0,13665.89,17903.23,0,13299.54
42,13,0,0,1,0,13701.15,0,0,33987.71
22,12,1,0,1,0,13714.87,0,0,664.98
47,12,0,0,1,0,13714.87,0,0,12560.68
26,12,0,0,1,0,13714.87,716.13,0,22904.76
21,12,0,0,1,0,13714.87,3222.58,0,14038.40
25,16,0,0,0,0,13714.87,6042.34,0,0
25,12,1,0,1,0,13714.87,8235.48,0,17732.72
23,12,0,0,0,0,13714.87,10741.93,0,15959.45
33,12,1,0,0,0,13714.87,11100,0,9605.22
55,16,1,0,1,0,13714.87,11995.16,0,23531.32
47,12,1,0,1,0,13714.87,12433.79,0,14777.27
20,12,1,0,1,0,13714.87,12532.26,0,8866.36
26,12,1,0,1,0,13714.87,12532.26,0,11821.81
31,12,0,0,1,0,13714.87,12532.26,0,14777.27
30,12,0,0,1,0,13714.87,12532.26,0,2563.86
21,12,1,0,0,0,13714.87,13339.69,0,11651.87
28,17,0,0,1,0,13714.87,13427.42,0,6827.10
24,12,0,0,1,0,13714.87,13427.42,0,17732.72
28,12,0,0,1,0,13714.87,13606.45,0,19210.45
23,12,0,0,0,0,13714.87,14322.58,0,22165.90
35,12,0,0,0,0,13714.87,15038.71,0,26599.08
27,14,0,0,1,0,13714.87,15217.74,0,13447.31
23,12,0,0,1,0,13714.87,15754.84,0,24205.16
24,12,1,0,1,0,13714.87,16112.90,0,16254.99
24,12,0,0,1,0,13714.87,16112.90,0,16254.99
39,12,1,0,1,0,13714.87,17008.06,0,14629.49
33,12,0,0,1,0,13714.87,18082.26,0,26081.87
45,14,0,0,1,0,13714.87,19102.74,0,30145.62
45,14,0,0,1,0,13714.87,19102.74,0,30145.62
27,12,1,0,1,0,13714.87,19425,0,25860.21
45,17,0,0,1,0,13714.87,23095.16,0,6649.77
23,16,0,0,0,0,13714.87,25601.61,0,31623.35
26,17,0,0,1,0,13714.87,29540.32,0,29554.53
27,14,1,0,0,0,13812.83,17036.71,0,20688.17
21,14,0,0,1,0,13832.42,8777.95,0,591.09
20,12,0,0,1,0,13902.96,14322.58,0,19653.76
29,12,0,0,1,0,13910.79,7161.29,0,19210.45
22,12,0,1,1,0,13910.79,8611.45,0,16218.05
24,12,0,0,0,0,13910.79,13427.42,0,19210.45
27,12,0,0,1,0,13910.79,14859.68,0,15072.81
23,12,0,0,1,0,14063.62,11100,0,14777.27
24,16,0,0,1,0,14067.54,24706.45,0,37829.80
23,16,0,0,0,0,14106.72,6266.13,0,2955.45
33,14,0,0,1,0,14106.72,14322.58,0,17732.72
21,12,0,0,0,0,14106.72,17903.23,0,22165.90
23,12,0,0,1,0,14106.72,23453.23,0,0
20,12,1,0,1,0,14322.24,17903.23,0,14777.27
24,12,0,0,1,0,14373.18,19693.55,0,7388.63
29,12,1,0,1,0,14392.77,15396.77,0,14777.27
34,12,0,0,1,0,14498.57,14322.58,0,10048.54
44,12,0,0,1,0,14498.57,14424.63,0,14579.25
23,12,0,0,1,0,14498.57,19335.48,0,19210.45
26,14,1,0,1,0,14506.41,17187.10,0,21678.25
51,12,0,0,1,0,14533.84,19245.97,0,17732.72
41,12,0,0,1,0,14684.71,23274.19,0,26599.08
37,13,0,0,1,0,14694.50,8951.61,0,17732.72
26,16,0,0,1,0,14694.50,11637.10,0,20688.17
24,12,1,0,1,0,14694.50,11816.13,0,11821.81
22,14,1,0,1,0,14694.50,12532.26,0,21397.48
27,12,1,0,1,0,14694.50,13427.42,0,14079.78
23,13,0,0,1,0,14694.50,14322.58,0,20688.17
27,12,0,0,1,0,14694.50,14322.58,0,19210.45
28,12,1,0,1,0,14694.50,14859.68,0,19210.45
21,12,0,0,1,0,14694.50,15217.74,0,23643.63
28,12,0,0,1,0,14694.50,15933.87,0,0
22,13,0,0,1,0,14694.50,16112.90,0,0
20,12,0,0,1,0,14694.50,16112.90,0,26599.08
24,16,0,0,1,0,14694.50,16470.97,0,27337.94
22,12,0,0,1,0,14694.50,16829.03,0,21870.35
27,12,0,1,1,0,14694.50,16829.03,0,37829.80
35,12,1,0,1,0,14694.50,17187.10,0,21279.26
23,16,0,0,1,0,14694.50,19693.55,0,29554.53
22,16,0,0,1,0,14694.50,19693.55,0,2955.45
23,16,0,0,1,0,14694.50,23274.19,0,25121.35
20,12,0,0,1,0,14694.50,26854.84,0,31032.26
22,12,1,0,1,0,14790.50,14680.64,0,14038.40
24,12,0,0,1,0,14890.43,719.71,0,27963.02
26,12,0,0,1,0,14890.43,10741.93,0,0
42,12,1,0,1,0,14988.39,11185.93,0,0
28,15,0,0,1,0,15082.44,18619.36,0,13986.68
24,13,0,0,1,0,15282.28,14322.58,0,32509.98
50,12,0,0,1,0,15282.28,14322.58,0,13151.77
50,12,0,0,1,0,15282.28,14322.58,0,13151.77
28,13,0,0,1,0,15282.28,14322.58,0,14038.40
25,12,0,0,1,0,15282.28,16112.90,0,25121.35
31,12,1,0,0,0,15282.28,17903.23,0,14777.27
32,16,1,0,1,0,15282.28,19693.55,0,28076.80
22,12,0,0,1,0,15282.28,19693.55,0,21870.35
22,13,1,0,1,0,15403.76,14320.79,0,18660.73
26,12,1,0,1,0,15411.59,8951.61,0,11082.95
22,12,0,0,1,0,15478.21,8951.61,0,14186.17
29,12,0,0,0,0,15478.21,14370.92,0,12615.35
53,17,0,0,1,0,15478.21,16399.36,0,15663.90
25,12,0,0,1,0,15478.21,17724.19,0,31327.80
26,12,1,0,1,0,15478.21,18175.36,0,19949.31
24,16,0,0,0,0,15587.93,19505.56,0,19210.45
27,17,0,0,0,0,15674.13,0,0,41376.34
46,12,0,0,1,0,15674.13,734.03,0,20688.17
25,12,1,0,1,0,15674.13,3738.19,0,10512.55
21,13,0,0,0,0,15674.13,4946.66,0,1733.37
37,12,0,0,1,0,15674.13,8951.61,0,28076.80
37,12,0,0,1,0,15674.13,8951.61,0,28076.80
28,15,1,0,1,0,15674.13,9452.90,0,31032.26
22,12,0,0,0,0,15674.13,10741.93,0,28963.44
22,12,0,0,0,0,15674.13,11637.10,0,20688.17
27,12,0,0,1,0,15674.13,12532.26,0,19210.45
21,13,1,0,1,0,15674.13,12532.26,0,25121.35
49,16,0,0,1,0,15674.13,12890.32,0,17732.72
26,12,0,0,1,0,15674.13,13427.42,0,0
33,14,0,0,1,0,15674.13,13427.42,0,13890.63
28,15,0,0,1,0,15674.13,13785.48,0,15959.45
29,17,0,0,1,0,15674.13,14143.55,0,25860.21
54,16,1,0,1,0,15674.13,14322.58,0,11821.81
25,14,0,1,1,0,15674.13,14322.58,0,20702.95
32,12,0,0,1,0,15674.13,14322.58,0,13299.54
40,12,0,0,1,0,15674.13,14322.58,0,16254.99
40,12,0,0,1,0,15674.13,14322.58,0,16254.99
27,16,0,0,1,0,15674.13,14322.58,0,22165.90
24,12,0,0,1,0,15674.13,14680.64,0,17732.72
43,12,0,0,1,0,15674.13,14680.64,0,13831.52
25,16,0,0,1,0,15674.13,15217.74,0,19062.67
26,12,1,0,1,0,15674.13,15217.74,0,15516.13
34,12,1,0,1,0,15674.13,15754.84,0,17732.72
21,13,0,0,1,0,15674.13,15933.87,0,25121.35
21,12,1,0,1,0,15674.13,16112.90,0,11821.81
23,12,1,0,1,0,15674.13,16202.42,0,19210.45
26,12,0,0,1,0,15674.13,16470.97,0,35022.12
28,14,0,0,1,0,15674.13,16757.42,0,16254.99
26,17,0,0,1,0,15674.13,16829.03,0,19210.45
20,14,0,0,0,0,15674.13,17008.06,0,26599.08
26,12,1,0,1,0,15674.13,17983.79,0,20688.17
21,12,1,0,1,0,15674.13,19693.55,0,19210.45
41,12,0,0,1,0,15674.13,19693.55,0,32509.98
28,16,0,0,1,0,15674.13,19693.55,0,28815.67
23,16,0,0,0,0,15674.13,21483.87,0,26599.08
22,12,0,0,1,0,15674.13,22916.13,0,31771.12
27,14,0,1,0,0,15674.13,23274.19,0,27337.94
26,16,0,0,1,0,15674.13,23274.19,0,29554.53
54,12,0,0,1,0,15674.13,25064.52,0,0
54,12,0,0,1,0,15674.13,25064.52,0,0
54,12,1,0,0,0,15674.13,25064.52,0,20688.17
37,16,0,0,0,0,15674.13,26854.84,0,29258.99
32,13,0,0,1,0,15674.13,30435.48,0,22018.13
29,12,0,0,1,0,15678.05,17487.87,0,10196.31
22,13,0,0,1,0,15870.06,15826.45,0,35465.44
23,12,1,0,1,0,15870.06,30435.48,0,27781.26
36,12,0,0,1,0,15873.98,12727.40,0,17444.56
21,13,0,0,1,0,15960.19,21483.87,0,14777.27
21,12,0,0,1,0,15987.62,16291.93,0,14481.72
26,12,1,0,1,0,15987.62,17903.23,0,19505.99
28,12,1,0,1,0,15987.62,19693.55,0,13299.54
43,12,0,0,1,0,15989.58,14322.58,0,14777.27
27,12,1,0,1,0,16011.13,16112.90,0,20460.60
36,17,0,0,0,0,16015.05,30793.55,0,29584.09
23,12,0,0,1,0,16065.99,4833.87,0,25564.67
31,12,0,0,1,0,16065.99,15038.71,0,17732.72
25,14,0,0,1,0,16065.99,15217.74,0,18471.58
35,12,1,0,1,0,16065.99,16086.05,0,19210.45
23,16,0,0,1,0,16065.99,16829.03,0,20688.17
21,12,0,0,1,0,16065.99,20588.71,0,28815.67
22,12,0,0,0,0,16230.57,9846.77,0,2955.45
36,12,1,0,1,0,16261.91,21304.84,0,22165.90
21,12,0,0,1,0,16306.98,18529.84,0,11969.58
28,12,0,0,1,0,16393.19,13298.52,0,0
24,12,0,1,1,0,16457.84,8951.61,0,21870.35
30,12,0,0,0,0,16457.84,14680.64,0,15146.70
44,12,0,0,1,0,16457.84,16112.90,0,17289.40
30,12,0,0,1,0,16457.84,16650,0,19949.31
34,12,0,0,1,0,16457.84,16829.03,0,20688.17
26,16,0,0,1,0,16457.84,21483.87,0,40637.48
23,16,0,0,1,0,16457.84,21483.87,0,18471.58
20,12,0,0,0,0,16497.03,19604.03,0,19653.76
26,13,0,0,0,0,16653.77,3580.65,0,8866.36
21,12,1,0,1,0,16653.77,9846.77,0,7388.63
25,12,0,0,1,0,16653.77,12181.36,0,17732.72
23,15,0,0,1,0,16653.77,13427.42,0,16993.86
25,12,1,0,0,0,16653.77,14859.68,0,22904.76
28,16,0,0,1,0,16653.77,15396.77,0,17437.17
38,14,0,0,1,0,16653.77,16112.90,0,19505.99
29,17,0,0,1,0,16653.77,16112.90,0,17732.72
24,17,0,0,1,0,16653.77,16650,0,20688.17
25,16,1,0,1,0,16653.77,17008.06,0,21870.35
55,12,0,0,1,0,16653.77,17545.16,0,16254.99
30,14,0,0,1,0,16653.77,17545.16,0,0
21,12,0,0,0,0,16653.77,17903.23,0,19210.45
26,12,0,0,1,0,16653.77,17903.23,0,17732.72
34,12,0,0,1,0,16653.77,19532.42,0,16254.99
22,12,0,0,1,0,16653.77,19693.55,0,26007.99
22,16,0,0,0,0,16653.77,22737.10,0,37682.03
27,15,0,0,0,0,16653.77,23274.19,0,23643.63
26,12,0,0,0,0,16653.77,23274.19,0,2955.45
26,16,0,0,1,0,16653.77,24706.45,0,29554.53
24,14,1,0,1,0,16653.77,28466.13,0,40637.48
26,14,1,0,0,0,16667.48,21483.87,0,28815.67
23,12,1,0,1,0,16708.63,10491.29,0,7565.96
28,14,0,0,0,0,16849.70,12174.19,0,1921.04
21,12,0,0,1,0,16849.70,15396.77,0,0
30,12,0,0,1,0,16849.70,17366.13,0,18978.44
24,12,0,0,1,0,16849.70,18619.36,0,25121.35
51,12,0,0,1,0,16849.70,19693.55,0,17732.72
21,14,0,0,0,0,16849.70,19693.55,0,35465.44
22,14,1,0,1,0,16849.70,21125.81,0,24086.94
24,12,0,0,1,0,16884.96,9311.47,0,23080.61
23,15,0,0,1,0,16955.49,20844.73,0,25514.43
26,14,0,0,1,0,17045.62,25064.52,0,38716.44
45,12,0,0,1,0,17104.40,16381.45,0,18176.04
46,13,0,0,1,0,17241.55,15754.84,0,14777.27
29,12,0,0,1,0,17241.55,19686.39,0,33544.39
26,14,0,0,1,0,17241.55,20588.71,0,24530.26
27,16,0,0,1,0,17241.55,24885.48,0,22165.90
26,14,0,0,1,0,17437.47,7161.29,0,14771.36
20,15,0,0,1,0,17437.47,8056.45,0,18471.58
23,12,0,0,1,0,17437.47,12532.26,0,21427.04
30,16,0,0,1,0,17437.47,17867.42,0,15516.13
24,12,0,0,1,0,17437.47,22379.03,0,16254.99
23,12,0,0,1,0,17633.40,0,0,23643.63
34,12,0,0,1,0,17633.40,0,0,0
24,12,0,1,1,0,17633.40,4848.19,0,22165.90
43,12,1,0,1,0,17633.40,10741.93,0,21858.53
28,14,1,0,1,0,17633.40,12532.26,0,16254.99
20,12,0,0,1,0,17633.40,15217.74,0,28815.67
23,12,1,0,1,0,17633.40,15217.74,0,15516.13
27,14,1,0,1,0,17633.40,16112.90,0,26599.08
53,12,0,0,1,0,17633.40,16112.90,0,19210.45
28,16,0,0,1,0,17633.40,16112.90,0,22165.90
26,12,0,0,1,0,17633.40,16112.90,0,25121.35
25,15,0,0,1,0,17633.40,16112.90,0,18619.36
29,14,0,0,1,0,17633.40,17187.10,0,19699.57
26,12,1,0,1,0,17633.40,17416.26,0,23643.63
55,16,0,0,1,0,17633.40,17903.23,0,22165.90
22,12,0,1,1,0,17633.40,17903.23,0,14777.27
33,12,0,0,1,0,17633.40,17903.23,0,15811.67
34,14,0,1,1,0,17633.40,17903.23,0,8866.36
24,12,0,0,1,0,17633.40,18440.32,0,19949.31
24,12,0,0,1,0,17633.40,18750.05,0,32509.98
26,12,1,0,1,0,17633.40,18798.39,0,18471.58
45,12,0,0,1,0,17633.40,18798.39,0,19949.31
22,12,0,0,1,0,17633.40,19693.55,0,23643.63
55,14,0,0,1,0,17633.40,19693.55,0,2068.82
24,12,0,0,1,0,17633.40,19693.55,0,11526.27
23,12,0,0,1,0,17633.40,21546.53,0,4433.18
24,13,1,0,0,0,17633.40,25064.52,0,22165.90
31,13,0,0,1,0,17633.40,25064.52,0,23643.63
43,12,0,0,1,0,17633.40,26854.84,0,28076.80
43,12,0,0,1,0,17633.40,26854.84,0,28076.80
23,12,1,0,1,0,17672.59,14322.58,0,12294.68
22,12,0,0,1,0,17703.94,12532.26,0,20688.17
30,12,1,0,1,0,17760.75,17366.13,0,19210.45
28,12,0,0,0,0,17829.33,5012.90,0,16240.21
28,12,0,0,1,0,17829.33,11100,0,20688.17
21,12,0,0,0,0,17829.33,12945.82,0,26599.08
28,13,0,0,1,0,17876.35,15396.77,0,22452.58
25,14,0,0,1,0,17939.05,14322.58,0,9974.65
54,12,0,0,1,0,18025.26,18798.39,0,23643.63
26,16,0,0,1,0,18025.26,19872.58,0,20983.72
26,16,0,0,1,0,18025.26,23274.19,0,28076.80
49,13,0,0,1,0,18221.18,17903.23,0,17732.72
21,13,1,0,0,0,18221.18,21125.81,0,21870.35
26,16,0,0,1,0,18221.18,22379.03,0,18471.58
30,12,1,0,1,0,18338.74,25422.58,0,22165.90
21,13,0,0,1,0,18417.11,8951.61,0,27337.94
33,12,0,0,1,0,18417.11,12890.32,0,20688.17
33,12,0,0,1,0,18417.11,14412.10,0,20688.17
40,12,0,0,1,0,18417.11,17545.16,0,17289.40
27,16,0,0,1,0,18417.11,18798.39,0,25860.21
21,12,0,0,1,0,18417.11,19693.55,0,28224.58
31,12,0,0,1,0,18593.44,14814.92,0,16254.99
27,14,1,0,1,0,18613.04,0,0,13299.54
47,17,0,0,1,0,18613.04,10025.81,0,35465.44
32,12,1,0,1,0,18613.04,16112.90,0,17732.72
28,12,1,0,0,0,18613.04,17008.06,0,19949.31
35,14,0,0,1,0,18613.04,19693.55,0,22424.50
26,14,0,0,1,0,18613.04,19693.55,0,28076.80
37,12,0,0,1,0,18613.04,21483.87,0,23052.54
23,12,0,0,0,0,18613.04,23274.19,0,32953.30
44,12,1,0,1,0,18613.04,23632.26,0,19210.45
44,12,1,0,1,0,18613.04,23632.26,0,19210.45
36,12,1,0,1,0,18613.04,25064.52,0,33692.16
26,12,0,0,1,0,18677.69,18261.29,0,24973.58
23,14,0,0,1,0,18722.75,21662.90,0,28076.80
32,13,1,0,1,0,18808.96,14143.55,0,26599.08
33,12,0,0,0,0,18808.96,16028.76,0,17502.19
37,12,1,0,1,0,18808.96,16112.90,0,32509.98
27,12,0,0,1,0,18808.96,17187.10,0,19505.99
43,12,0,0,1,0,18808.96,17903.23,0,26155.76
27,16,0,0,1,0,18808.96,17903.23,0,18471.58
24,12,0,0,1,0,18808.96,17903.23,0,18323.81
24,12,0,0,1,0,18808.96,18798.39,0,23052.54
34,12,1,0,0,0,18848.15,30435.48,0,12560.68
42,12,0,0,1,0,18879.49,17008.06,0,19210.45
24,13,1,0,1,0,18881.45,16112.90,0,12560.68
27,12,0,0,1,0,18924.56,11995.16,0,22165.90
23,12,1,0,1,0,19004.89,13427.42,0,13299.54
26,16,0,0,1,0,19004.89,16112.90,0,26599.08
27,12,1,0,1,0,19004.89,19693.55,0,19210.45
37,12,1,0,1,0,19004.89,25959.68,0,25860.21
37,12,0,0,1,0,19016.64,20893.06,0,16993.86
26,12,0,1,1,0,19055.83,0,0,13299.54
23,12,0,0,1,0,19096.97,20683.60,0,16993.86
26,13,0,0,1,0,19200.81,14680.64,0,18471.58
27,16,0,0,1,0,19200.81,17688.39,0,0
27,12,0,0,0,0,19200.81,19514.52,0,23643.63
29,14,0,0,1,0,19200.81,21483.87,0,23052.54
25,16,0,0,1,0,19200.81,22558.06,0,33396.62
26,12,0,0,1,0,19263.51,13024.60,0,24627.79
22,14,0,0,1,0,19279.19,17616.77,0,17289.40
28,12,0,0,1,0,19298.78,0,0,29554.53
46,12,0,0,1,0,19394.78,19201.21,0,20431.05
33,17,0,0,0,0,19396.74,0,0,1539.79
23,12,0,0,1,0,19396.74,12532.26,0,25121.35
23,12,0,0,1,0,19396.74,12532.26,0,0
23,13,0,0,1,0,19396.74,17903.23,0,31032.26
26,16,0,0,1,0,19396.74,25780.64,0,25564.67
24,16,1,0,0,0,19494.71,15217.74,0,23643.63
37,12,1,0,1,0,19586.79,12030.97,0,14777.27
50,16,0,0,0,0,19592.67,0,0,23643.63
26,13,0,0,1,0,19592.67,0,0,23643.63
21,12,1,0,0,0,19592.67,716.13,0,22165.90
25,12,1,0,1,0,19592.67,5370.97,0,24642.57
24,13,1,0,1,0,19592.67,11637.10,0,18442.03
24,12,1,0,0,0,19592.67,11995.16,0,19210.45
32,14,1,0,1,0,19592.67,12335.32,0,14777.27
27,16,0,0,1,0,19592.67,12532.26,0,17720.90
21,12,0,1,1,0,19592.67,12532.26,0,17732.72
24,16,0,0,1,0,19592.67,12890.32,0,31032.26
45,14,0,0,1,0,19592.67,13606.45,0,17732.72
38,12,0,0,1,0,19592.67,13964.52,0,16286.03
27,15,0,0,1,0,19592.67,14859.68,0,23643.63
20,12,1,0,1,0,19592.67,16709.08,0,12708.45
23,12,1,0,1,0,19592.67,17008.06,0,22165.90
33,12,0,0,1,0,19592.67,17008.06,0,25014.96
24,13,0,0,1,0,19592.67,17187.10,0,22313.67
44,12,0,0,1,0,19592.67,17187.10,0,15368.36
34,12,1,0,1,0,19592.67,17366.13,0,19210.45
23,12,1,0,1,0,19592.67,17366.13,0,14777.27
27,12,1,0,1,0,19592.67,17724.19,0,25121.35
25,16,0,0,1,0,19592.67,17903.23,0,25712.44
22,12,0,0,1,0,19592.67,17903.23,0,23643.63
24,16,0,0,0,0,19592.67,17903.23,0,16993.86
23,12,0,0,1,0,19592.67,17903.23,0,16254.99
31,16,0,0,1,0,19592.67,17903.23,0,17732.72
23,12,1,0,1,0,19592.67,17903.23,0,26599.08
27,12,0,0,1,0,19592.67,18082.26,0,32657.76
20,12,1,0,1,0,19592.67,18619.36,0,23643.63
20,12,0,0,1,0,19592.67,18798.39,0,17732.72
52,15,0,0,1,0,19592.67,18798.39,0,17437.17
33,16,0,0,1,0,19592.67,19335.48,0,26599.08
40,12,0,0,1,0,19592.67,19335.48,0,21279.26
31,12,1,0,1,0,19592.67,19466.18,0,20259.63
35,12,0,0,1,0,19592.67,19693.55,0,22535.33
33,12,0,0,0,0,19592.67,19693.55,0,13299.54
22,12,0,0,1,0,19592.67,19693.55,0,17732.72
29,16,1,0,1,0,19592.67,20588.71,0,42854.07
26,12,0,0,1,0,19592.67,21125.81,0,21982.66
23,12,0,0,1,0,19592.67,21215.32,0,24884.92
30,12,0,0,1,0,19592.67,21483.87,0,23348.08
43,12,0,0,1,0,19592.67,21483.87,0,22165.90
43,12,0,0,1,0,19592.67,21483.87,0,22165.90
31,12,0,0,1,0,19592.67,21483.87,0,25121.35
23,12,0,0,1,0,19592.67,21483.87,0,20688.17
23,13,0,0,1,0,19592.67,21483.87,0,21279.26
28,16,0,0,1,0,19592.67,21483.87,0,32509.98
30,12,0,0,1,0,19592.67,21483.87,0,29554.53
53,12,1,0,1,0,19592.67,21483.87,0,23643.63
32,12,0,0,1,0,19592.67,21483.87,0,29554.53
43,12,0,0,1,0,19592.67,21739.89,0,29338.78
43,12,0,0,1,0,19592.67,21739.89,0,29338.78
37,17,0,0,0,0,19592.67,23005.64,0,22165.90
23,12,1,0,1,0,19592.67,23274.19,0,21427.04
28,12,1,0,1,0,19592.67,24169.36,0,25860.21
27,14,1,0,0,0,19592.67,25064.52,0,28815.67
46,12,0,0,0,0,19592.67,25064.52,0,29554.53
30,12,1,0,1,0,19592.67,26854.84,0,25897.16
35,17,0,0,1,0,19592.67,44758.07,0,36943.16
26,15,0,0,1,0,19596.59,19335.48,0,23643.63
25,12,0,0,1,0,19641.65,8736.77,0,23643.63
24,12,0,0,1,0,19706.30,6624.19,0,25121.35
22,14,0,0,1,0,19727.86,20141.13,0,22284.12
27,13,0,0,1,0,19735.70,20051.61,0,36943.16
36,12,1,0,1,0,19749.41,25064.52,0,23643.63
35,13,0,0,1,0,19788.60,21269.03,0,14777.27
34,12,1,0,1,0,19788.60,23274.19,0,31032.26
28,14,0,0,1,0,19984.52,12532.26,0,31032.26
18,12,0,0,1,0,19984.52,23274.19,0,26599.08
21,12,0,0,1,0,20068.77,21215.32,0,56892.47
28,16,1,0,1,0,20082.48,19335.48,0,21279.26
24,14,0,0,1,0,20141.26,0,0,0
